,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
8305C,0.0,0.0,0.0,0.0,0.0,0.0,1.0918542,0.0,0.065767,0.0,0.3638612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2718018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6494315,0.19137996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8158832,0.0,0.0,0.033242326,0.0,0.0,0.0,0.16796462,0.0,0.0,0.0,0.0,2.4403288,0.1906131,0.0,0.0,0.0,0.49760696,0.0,0.0,0.0,0.0,0.0,0.48225847,0.0,0.0,0.061776936,0.46555278,0.0,0.0,0.0,0.44772023,0.0,0.0,0.0,0.0,1.3422356,0.0,0.0,0.0,1.705341,0.24823879,0.0,0.0,0.0,0.0,1.5685091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5987736,0.0,0.0,0.03891922,0.0,0.0,0.0,0.0,0.0,0.11427303,0.0,0.49642175,3.0268917,3.7672124,1.4688377,0.0,0.0,0.0,0.0,0.0,0.8031561,0.0,0.0,0.0,0.0,0.42200914,0.0,0.0,0.0,0.0,0.49199978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86841303,0.0,0.0,1.2621719,0.0,0.0,0.0,0.0,0.0,0.0,0.16465119,2.5351384,0.0,0.0,0.4378618,0.0,0.0,0.0,0.0,0.0,3.78148,0.0,0.0,3.2798405,0.21685237,0.0,0.0,0.0,0.0,0.0,0.095100485,0.0,0.44054765,0.0,1.6117809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5540934,0.0,0.0,0.0,0.0,0.099660516,0.0,3.523013,0.0,0.0,1.9780186,0.0,0.0,0.0,0.993125,1.1509945,0.0,0.0,2.746708,0.0,5.311352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10228893,1.465165,0.0,0.0,0.0,0.0,0.0,0.0,2.2710865,0.0,0.0,2.4525702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92811286,0.97045577,0.0,0.0,0.0,1.3394915,0.0,0.0,0.0,0.0,3.3860788,0.0,0.0,0.0,3.7726989,0.0,0.0,0.0,0.0,0.0,2.367869,0.0,0.0
8505C,0.0,0.0,0.0,0.0,0.0,0.0,1.3032162,0.0,0.078850456,0.0,0.43352687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32317498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363642,0.22646768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5619946,0.0,0.0,0.040191393,0.0,0.0,0.0,0.19980364,0.0,0.0,0.0,0.0,2.920913,0.22958295,0.0,0.0,0.0,0.5963341,0.0,0.0,0.0,0.0,0.0,0.5803221,0.0,0.0,0.07697874,0.554387,0.0,0.0,0.0,0.537194,0.0,0.0,0.0,0.0,1.6069984,0.0,0.0,0.0,2.0388417,0.29486716,0.0,0.0,0.0,0.0,1.877162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7153773,0.0,0.0,0.048600327,0.0,0.0,0.0,0.0,0.0,0.13436796,0.0,0.59069586,3.618302,4.4999623,1.757168,0.0,0.0,0.0,0.0,0.0,0.96535724,0.0,0.0,0.0,0.0,0.50453156,0.0,0.0,0.0,0.0,0.5857011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0412707,0.0,0.0,1.5110387,0.0,0.0,0.0,0.0,0.0,0.0,0.19744053,3.0297148,0.0,0.0,0.5193735,0.0,0.0,0.0,0.0,0.0,4.523222,0.0,0.0,3.9221983,0.2588757,0.0,0.0,0.0,0.0,0.0,0.11209925,0.0,0.52769583,0.0,1.9232204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2494106,0.0,0.0,0.0,0.0,0.12320909,0.0,4.213709,0.0,0.0,2.3657808,0.0,0.0,0.0,1.1869618,1.379231,0.0,0.0,3.2844167,0.0,6.3478127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13019225,1.7519915,0.0,0.0,0.0,0.0,0.0,0.0,2.718087,0.0,0.0,2.9309638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1115946,1.1620305,0.0,0.0,0.0,1.6039454,0.0,0.0,0.0,0.0,4.048854,0.0,0.0,0.0,4.5118237,0.0,0.0,0.0,0.0,0.0,2.8307223,0.0,0.0
8MGBA,0.0,0.0,0.0,0.0,0.0,0.0,1.2401932,0.0,0.07512588,0.0,0.41286296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.150932,0.21601792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.339869,0.0,0.0,0.03793023,0.0,0.0,0.0,0.19042198,0.0,0.0,0.0,0.0,2.778082,0.217804,0.0,0.0,0.0,0.56684345,0.0,0.0,0.0,0.0,0.0,0.55104953,0.0,0.0,0.072464615,0.52784854,0.0,0.0,0.0,0.5106317,0.0,0.0,0.0,0.0,1.52842,0.0,0.0,0.0,1.9396565,0.28111106,0.0,0.0,0.0,0.0,1.7852634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68091476,0.0,0.0,0.045657527,0.0,0.0,0.0,0.0,0.0,0.12871267,0.0,0.56251943,3.4424388,4.2819314,1.6711051,0.0,0.0,0.0,0.0,0.0,0.91710633,0.0,0.0,0.0,0.0,0.47996938,0.0,0.0,0.0,0.0,0.55787873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98981464,0.0,0.0,1.4373453,0.0,0.0,0.0,0.0,0.0,0.0,0.1875079,2.8824556,0.0,0.0,0.49515587,0.0,0.0,0.0,0.0,0.0,4.302778,0.0,0.0,3.7309496,0.24656287,0.0,0.0,0.0,0.0,0.0,0.10729989,0.0,0.5016147,0.0,1.8304296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0424376,0.0,0.0,0.0,0.0,0.11615518,0.0,4.0079136,0.0,0.0,2.2505527,0.0,0.0,0.0,1.1293094,1.311276,0.0,0.0,3.1243696,0.0,6.0392456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122017354,1.6666331,0.0,0.0,0.0,0.0,0.0,0.0,2.5850387,0.0,0.0,2.7883828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0569532,1.1048206,0.0,0.0,0.0,1.5251917,0.0,0.0,0.0,0.0,3.8516304,0.0,0.0,0.0,4.2920184,0.0,0.0,0.0,0.0,0.0,2.6931424,0.0,0.0
A101D,0.0,0.0,0.0,0.0,0.0,0.0,1.3300529,0.0,0.08081747,0.0,0.4425674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3295537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4548316,0.23080187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6571836,0.0,0.0,0.04067908,0.0,0.0,0.0,0.203975,0.0,0.0,0.0,0.0,2.9827626,0.23434405,0.0,0.0,0.0,0.6087278,0.0,0.0,0.0,0.0,0.0,0.5926309,0.0,0.0,0.07893181,0.5655969,0.0,0.0,0.0,0.5487126,0.0,0.0,0.0,0.0,1.6412436,0.0,0.0,0.0,2.0817437,0.30113816,0.0,0.0,0.0,0.0,1.9165275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73054874,0.0,0.0,0.049724173,0.0,0.0,0.0,0.0,0.0,0.1374916,0.0,0.60239244,3.6941397,4.5935926,1.7935739,0.0,0.0,0.0,0.0,0.0,0.9862227,0.0,0.0,0.0,0.0,0.5150909,0.0,0.0,0.0,0.0,0.5978679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0633156,0.0,0.0,1.5436195,0.0,0.0,0.0,0.0,0.0,0.0,0.20117584,3.09284,0.0,0.0,0.52999586,0.0,0.0,0.0,0.0,0.0,4.6186204,0.0,0.0,4.0042777,0.26450026,0.0,0.0,0.0,0.0,0.0,0.11477222,0.0,0.5386262,0.0,1.9627793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3381944,0.0,0.0,0.0,0.0,0.1261271,0.0,4.301434,0.0,0.0,2.4155831,0.0,0.0,0.0,1.2118303,1.4083995,0.0,0.0,3.3530564,0.0,6.4801116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13403842,1.7887391,0.0,0.0,0.0,0.0,0.0,0.0,2.775063,0.0,0.0,2.9918792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1351202,1.1862725,0.0,0.0,0.0,1.6378514,0.0,0.0,0.0,0.0,4.1337333,0.0,0.0,0.0,4.6064973,0.0,0.0,0.0,0.0,0.0,2.890132,0.0,0.0
A172,0.0,0.0,0.0,0.0,0.0,0.0,1.2137527,0.0,0.07327456,0.0,0.40411872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30129114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.061342,0.21174346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2461715,0.0,0.0,0.037341695,0.0,0.0,0.0,0.18642418,0.0,0.0,0.0,0.0,2.7174351,0.2130688,0.0,0.0,0.0,0.5545663,0.0,0.0,0.0,0.0,0.0,0.5388364,0.0,0.0,0.070516944,0.51676375,0.0,0.0,0.0,0.4991835,0.0,0.0,0.0,0.0,1.4949294,0.0,0.0,0.0,1.8976176,0.27510184,0.0,0.0,0.0,0.0,1.7465886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66593546,0.0,0.0,0.044468295,0.0,0.0,0.0,0.0,0.0,0.1257766,0.0,0.55081433,3.3680103,4.189902,1.6351016,0.0,0.0,0.0,0.0,0.0,0.8965919,0.0,0.0,0.0,0.0,0.46968526,0.0,0.0,0.0,0.0,0.5461371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96809787,0.0,0.0,1.4055454,0.0,0.0,0.0,0.0,0.0,0.0,0.18366459,2.8204534,0.0,0.0,0.4847135,0.0,0.0,0.0,0.0,0.0,4.2093472,0.0,0.0,3.65029,0.24119121,0.0,0.0,0.0,0.0,0.0,0.10493972,0.0,0.49081784,0.0,1.7913866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9550498,0.0,0.0,0.0,0.0,0.11323881,0.0,3.9213502,0.0,0.0,2.20173,0.0,0.0,0.0,1.1049119,1.2827075,0.0,0.0,3.0569136,0.0,5.90911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118409604,1.6305935,0.0,0.0,0.0,0.0,0.0,0.0,2.5289752,0.0,0.0,2.7283437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0338924,1.0810963,0.0,0.0,0.0,1.4919598,0.0,0.0,0.0,0.0,3.7682066,0.0,0.0,0.0,4.1989517,0.0,0.0,0.0,0.0,0.0,2.6346989,0.0,0.0
A204,0.0,0.0,0.0,0.0,0.0,0.0,1.1250418,0.0,0.06777156,0.0,0.3749327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27976838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76162,0.19701545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9331236,0.0,0.0,0.03444026,0.0,0.0,0.0,0.17300491,0.0,0.0,0.0,0.0,2.5157857,0.19672962,0.0,0.0,0.0,0.51310694,0.0,0.0,0.0,0.0,0.0,0.49776098,0.0,0.0,0.06422198,0.47951776,0.0,0.0,0.0,0.46163723,0.0,0.0,0.0,0.0,1.3837988,0.0,0.0,0.0,1.7576575,0.25556052,0.0,0.0,0.0,0.0,1.6170992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6170673,0.0,0.0,0.04050721,0.0,0.0,0.0,0.0,0.0,0.11732192,0.0,0.5113046,3.119781,3.882479,1.5140553,0.0,0.0,0.0,0.0,0.0,0.82861197,0.0,0.0,0.0,0.0,0.43506384,0.0,0.0,0.0,0.0,0.50671685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895565,0.0,0.0,1.3010918,0.0,0.0,0.0,0.0,0.0,0.0,0.16993001,2.6128666,0.0,0.0,0.45054,0.0,0.0,0.0,0.0,0.0,3.8980312,0.0,0.0,3.3807542,0.22343284,0.0,0.0,0.0,0.0,0.0,0.09780147,0.0,0.45422,0.0,1.6606978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6633089,0.0,0.0,0.0,0.0,0.10332146,0.0,3.63157,0.0,0.0,2.038983,0.0,0.0,0.0,1.0235844,1.1869799,0.0,0.0,2.8312497,0.0,5.4741864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10682461,1.5102029,0.0,0.0,0.0,0.0,0.0,0.0,2.3413389,0.0,0.0,2.5277154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9569191,1.0006369,0.0,0.0,0.0,1.3810347,0.0,0.0,0.0,0.0,3.490135,0.0,0.0,0.0,3.8887787,0.0,0.0,0.0,0.0,0.0,2.4404979,0.0,0.0
A2058,0.0,0.0,0.0,0.0,0.0,0.0,1.2153811,0.0,0.073567934,0.0,0.40470272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30170146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.067027,0.21177424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2521777,0.0,0.0,0.03706191,0.0,0.0,0.0,0.18669848,0.0,0.0,0.0,0.0,2.721673,0.21321039,0.0,0.0,0.0,0.55523324,0.0,0.0,0.0,0.0,0.0,0.5394566,0.0,0.0,0.07064295,0.5173808,0.0,0.0,0.0,0.5001437,0.0,0.0,0.0,0.0,1.4974035,0.0,0.0,0.0,1.9004569,0.2757439,0.0,0.0,0.0,0.0,1.7489505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66717046,0.0,0.0,0.044491123,0.0,0.0,0.0,0.0,0.0,0.12642051,0.0,0.5513361,3.3729603,4.1957664,1.6372075,0.0,0.0,0.0,0.0,0.0,0.89810336,0.0,0.0,0.0,0.0,0.47027346,0.0,0.0,0.0,0.0,0.54686475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969441,0.0,0.0,1.4081613,0.0,0.0,0.0,0.0,0.0,0.0,0.18356016,2.8243449,0.0,0.0,0.48567164,0.0,0.0,0.0,0.0,0.0,4.2155976,0.0,0.0,3.6555357,0.24162212,0.0,0.0,0.0,0.0,0.0,0.105349325,0.0,0.49138445,0.0,1.7937522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9606996,0.0,0.0,0.0,0.0,0.11341432,0.0,3.9266808,0.0,0.0,2.2049594,0.0,0.0,0.0,1.1066017,1.2845238,0.0,0.0,3.0611634,0.0,5.9174347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11876246,1.6329513,0.0,0.0,0.0,0.0,0.0,0.0,2.5324185,0.0,0.0,2.7321427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0354499,1.0822769,0.0,0.0,0.0,1.4941394,0.0,0.0,0.0,0.0,3.7737944,0.0,0.0,0.0,4.205172,0.0,0.0,0.0,0.0,0.0,2.6386619,0.0,0.0
A253,0.0,0.0,0.0,0.0,0.0,0.0,1.0026797,0.0,0.06007857,0.0,0.33460507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34832,0.17668223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.501324,0.0,0.0,0.030479174,0.0,0.0,0.0,0.15460305,0.0,0.0,0.0,0.0,2.237621,0.17427947,0.0,0.0,0.0,0.45602167,0.0,0.0,0.0,0.0,0.0,0.44096068,0.0,0.0,0.05539614,0.4281245,0.0,0.0,0.0,0.41001987,0.0,0.0,0.0,0.0,1.2306266,0.0,0.0,0.0,1.5646106,0.22855936,0.0,0.0,0.0,0.0,1.4384661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54957914,0.0,0.0,0.03481583,0.0,0.0,0.0,0.0,0.0,0.10564233,0.0,0.4567365,2.7775624,3.4584446,1.3473063,0.0,0.0,0.0,0.0,0.0,0.7347376,0.0,0.0,0.0,0.0,0.3873216,0.0,0.0,0.0,0.0,0.45244026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79555076,0.0,0.0,1.1570445,0.0,0.0,0.0,0.0,0.0,0.0,0.15101638,2.3267329,0.0,0.0,0.4033817,0.0,0.0,0.0,0.0,0.0,3.468828,0.0,0.0,3.009042,0.19907436,0.0,0.0,0.0,0.0,0.0,0.087847434,0.0,0.4038162,0.0,1.4803872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2610462,0.0,0.0,0.0,0.0,0.08970712,0.0,3.2319782,0.0,0.0,1.8145711,0.0,0.0,0.0,0.91144705,1.0549338,0.0,0.0,2.5201035,0.0,4.874486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09064838,1.3442106,0.0,0.0,0.0,0.0,0.0,0.0,2.0827186,0.0,0.0,2.2507994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8507036,0.8897458,0.0,0.0,0.0,1.2279634,0.0,0.0,0.0,0.0,3.1065996,0.0,0.0,0.0,3.461131,0.0,0.0,0.0,0.0,0.0,2.1725988,0.0,0.0
A2780,0.0,0.0,0.0,0.0,0.0,0.0,1.1431522,0.0,0.06901122,0.0,0.380839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2841772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8229268,0.19994737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9971201,0.0,0.0,0.034829002,0.0,0.0,0.0,0.17574625,0.0,0.0,0.0,0.0,2.5572412,0.19997431,0.0,0.0,0.0,0.5215603,0.0,0.0,0.0,0.0,0.0,0.5061054,0.0,0.0,0.06544006,0.48704797,0.0,0.0,0.0,0.46951953,0.0,0.0,0.0,0.0,1.4066982,0.0,0.0,0.0,1.7863686,0.25968814,0.0,0.0,0.0,0.0,1.6434484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6271748,0.0,0.0,0.041225564,0.0,0.0,0.0,0.0,0.0,0.11935796,0.0,0.5192605,3.1707551,3.945383,1.5387203,0.0,0.0,0.0,0.0,0.0,0.8426606,0.0,0.0,0.0,0.0,0.44211596,0.0,0.0,0.0,0.0,0.51480615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9104717,0.0,0.0,1.3227628,0.0,0.0,0.0,0.0,0.0,0.0,0.1724799,2.6553607,0.0,0.0,0.45768225,0.0,0.0,0.0,0.0,0.0,3.9618762,0.0,0.0,3.4359505,0.22708777,0.0,0.0,0.0,0.0,0.0,0.09941109,0.0,0.46164602,0.0,1.687363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7230098,0.0,0.0,0.0,0.0,0.10541266,0.0,3.6907027,0.0,0.0,2.0722852,0.0,0.0,0.0,1.0402676,1.2064859,0.0,0.0,2.8773725,0.0,5.5631523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10920474,1.5348724,0.0,0.0,0.0,0.0,0.0,0.0,2.379679,0.0,0.0,2.5686777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9727268,1.0169318,0.0,0.0,0.0,1.4038023,0.0,0.0,0.0,0.0,3.547191,0.0,0.0,0.0,3.952395,0.0,0.0,0.0,0.0,0.0,2.4803529,0.0,0.0
A375,0.0,0.0,0.0,0.0,0.0,0.0,1.0849192,0.0,0.0652181,0.0,0.36177117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27004197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6259534,0.19032604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.791488,0.0,0.0,0.033144932,0.0,0.0,0.0,0.16698174,0.0,0.0,0.0,0.0,2.424515,0.18936323,0.0,0.0,0.0,0.4944236,0.0,0.0,0.0,0.0,0.0,0.4791375,0.0,0.0,0.061324537,0.46268666,0.0,0.0,0.0,0.44471383,0.0,0.0,0.0,0.0,1.3335413,0.0,0.0,0.0,1.6942413,0.24672304,0.0,0.0,0.0,0.0,1.5584847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5948882,0.0,0.0,0.038596522,0.0,0.0,0.0,0.0,0.0,0.11342801,0.0,0.49345884,3.0074887,3.7433968,1.4593575,0.0,0.0,0.0,0.0,0.0,0.797791,0.0,0.0,0.0,0.0,0.41950667,0.0,0.0,0.0,0.0,0.48894447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86276186,0.0,0.0,1.2537735,0.0,0.0,0.0,0.0,0.0,0.0,0.16377309,2.5190437,0.0,0.0,0.43502265,0.0,0.0,0.0,0.0,0.0,3.757178,0.0,0.0,3.2588186,0.21544433,0.0,0.0,0.0,0.0,0.0,0.09452029,0.0,0.43768263,0.0,1.6015122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5313323,0.0,0.0,0.0,0.0,0.09887737,0.0,3.5005043,0.0,0.0,1.9653188,0.0,0.0,0.0,0.9868182,1.1436865,0.0,0.0,2.729216,0.0,5.2774773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10154149,1.4557385,0.0,0.0,0.0,0.0,0.0,0.0,2.2565129,0.0,0.0,2.4367855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9220693,0.9642954,0.0,0.0,0.0,1.3308456,0.0,0.0,0.0,0.0,3.364304,0.0,0.0,0.0,3.7484965,0.0,0.0,0.0,0.0,0.0,2.352566,0.0,0.0
A3KAW,0.0,0.0,0.0,0.0,0.0,0.0,1.2717913,0.0,0.07699288,0.0,0.42332417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25745,0.22130121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451059,0.0,0.0,0.039169412,0.0,0.0,0.0,0.19512586,0.0,0.0,0.0,0.0,2.8495297,0.22372817,0.0,0.0,0.0,0.58161104,0.0,0.0,0.0,0.0,0.0,0.5657873,0.0,0.0,0.074789345,0.54120445,0.0,0.0,0.0,0.52374583,0.0,0.0,0.0,0.0,1.5677087,0.0,0.0,0.0,1.9892265,0.28802896,0.0,0.0,0.0,0.0,1.8313588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69796395,0.0,0.0,0.047227036,0.0,0.0,0.0,0.0,0.0,0.131382,0.0,0.5765959,3.530418,4.3910923,1.7143356,0.0,0.0,0.0,0.0,0.0,0.9412691,0.0,0.0,0.0,0.0,0.4924085,0.0,0.0,0.0,0.0,0.5717625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.015528,0.0,0.0,1.4741052,0.0,0.0,0.0,0.0,0.0,0.0,0.19258049,2.9562097,0.0,0.0,0.5072371,0.0,0.0,0.0,0.0,0.0,4.4129705,0.0,0.0,3.826845,0.25271624,0.0,0.0,0.0,0.0,0.0,0.109587036,0.0,0.514713,0.0,1.8769181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14593,0.0,0.0,0.0,0.0,0.11979112,0.0,4.110992,0.0,0.0,2.3081644,0.0,0.0,0.0,1.1582412,1.3454151,0.0,0.0,3.2045774,0.0,6.1937523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12618944,1.7094536,0.0,0.0,0.0,0.0,0.0,0.0,2.6515882,0.0,0.0,2.8598003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0843143,1.1335963,0.0,0.0,0.0,1.564684,0.0,0.0,0.0,0.0,3.9502695,0.0,0.0,0.0,4.401853,0.0,0.0,0.0,0.0,0.0,2.7618215,0.0,0.0
